PMID,extracted_sentence,Label
23992744,"Furthermore, we have found that        one of the <piRNA>Piwi-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>) called <piRNA>piR-932</piRNA> expressed significantly        higher in the <disease> breast  cancer disease</disease>cells that were induced to EMT, and it could form        immune complexes through immunoprecipitation with PIWIL2",positive
23992744,   the combination of <piRNA>piR-932</piRNA> and PIWIL2 may be a positive regulator in the process        of<disease> breast  cancer disease</disease>stem cells through promoting the methylation of Latexin,positive
32122231,ABBREVIATIONS: APIs: application programming interfaces; circRNA: circular RNA;        ECO: Evidence & Conclusion Ontology; EFO: Experimental Factor Ontology; FDR:        false discovery rate; GO: Gene Ontology; GWAS: genome wide association studies;        HPO: Human Phenotype Ontology; ICGC: International <disease>Cancer</<disease>disease</disease>> Genome Consortium;        lncRNA: long noncoding RNA; miRNA: micro RNA; ncRNA: noncoding RNA; NGS: next        generation sequencing; OMIM: Online Mendelian Inheritance in Man; <piRNA>piRNA</piRNA>:        <piRNA>piwi-interacting RNA</piRNA>; snoRNA: small nucleolar RNA; TCGA: The <disease>Cancer</<disease>disease</disease>> Genome Atlas.,Negative
27323410,"To enhance        molecular knowledge of HNSCC and define a non-coding RNA (ncRNA) landscape of the        <disease>disease</disease>, we profiled the transcriptome-wide dysregulation of long non-coding RNA        (lncRNA), microRNA (miRNA), and <piRNA>PIWI-interacting RNA</piRNA> (<piRNA>piRNA</piRNA>) using RNA-sequencing        data from 422 HNSCC patients in The CancerGenome  Atlas (TCGA).",Negative
35204687,"Recent studies indicate that <piRNA>piRNAs</piRNA> could serve as        potentially useful biomarkers allowing for early <disease>cancer disease</disease> detection and therapeutic        interventions at the stage of non-advanced tumour, improving patient's outcomes.",positive
35204687,"Furthermore, studies in <disease> prostate cancer disease</disease> show that <piRNA>piRNAs</piRNA> contribute to <disease>cancer disease</disease>   progression by affecting key oncogenic pathways such as PI3K/AKT.",positive
32293248,"Moreover, exosomic <piRNA>piRNAs</piRNA> are        promising biomarkers for <disease>disease</disease> diagnosis and physiological status indication.",positive
30226604,<piRNA>piRNAs</piRNA> may function in gene silencing and gene modification upstream  of oncogenes in <disease>cancer</<disease>disease</disease>> cell lines or <disease>cancer disease</disease> tissues.,positive
30226604,<piRNA>piRNAs</piRNA> may function in gene silencing and gene modification downstream of oncogenes in <disease>cancer disease</disease> cell lines or <disease>cancer</<disease>disease</disease>> tissues.,positive
30226604,"In addition to        <piRNA>piRNAs</piRNA>, PIWI proteins can be used as biomarkers for prognosis, diagnosis and        clinical evaluation and may be factors in <disease>cancer disease</disease> metastasis.",positive
30226604,"Here, we elucidated        the possible mechanisms by which <piRNA>piRNAs</piRNA> regulate <disease>cancer disease</disease> metastasis, including but        not restricted to influencing DNA and histone methylation and transposable        elements.",positive
26685283,Another class of sncRNAs called <piRNA>piwi-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>) has        also gained attention recently in <disease>cancer disease</disease> research owing to their critical role in        stem cell regulation.,positive
21928326,"However, there has been little investigation into the potential role that Piwi        and <piRNA>piRNAs</piRNA> might play in contributing to the ""stem-like"" epigenetic state of a        <disease>cancer disease</disease>.",positive
21928326,This review will highlight the current evidence supporting the importance        of Piwi and <piRNA>piRNAs</piRNA> in the epigenetics of <disease>cancer disease</disease> ,positive
34040585,"While for other ncRNAs an        implication in several pathologies is now well established, the potential        involvement of <piRNA>piRNAs</piRNA>, snoRNAs and tRFs in human diseases, including <disease>diabetes</disease>, is        only beginning to emerge.",positive
37153732,Emerging evidence has indicated the aberrant expression of <piRNA>PIWI-interacting RNAs</piRNA>        (<piRNA>piRNAs</piRNA>) in human <disease>cancer disease</disease> cells to regulate tumor development and progression by        governing <disease>cancer disease</disease> cell stemness.,positive
37153732,"Herein, we identified downregulation of <piRNA>piR-2158</piRNA>        in human <disease> breast cancer disease</disease> tumors, especially in ALDH+ breast cancer disease stem cells        (BCSCs) from patients and cell lines",Negative
37153732,"Herein, we identified downregulation of <piRNA>piR-2158</piRNA>        in human  breast cancer disease tumors, especially in <disease>ALDH+ breast cancer disease</disease> stem cells        (BCSCs) from patients and cell lines",positive
37153732,"Enforced overexpression of <piRNA>piR-2158</piRNA> in basal-like or luminal subtypes of breast        <disease>cancer disease</disease> cells suppressed cell proliferation, migration, epithelial-mesenchymal        transition (EMT) and stemness in vitro.",positive
37153732,STAT3 signaling mediated        <piRNA>piR-2158</piRNA>-IL11 regulation of <disease>cancer disease</disease> cell stemness and tumor growth.,positive
37153732,"Moreover, by        co-culturing of MDA-MB-231 and HUVECs in vitro and CD31 staining of tumor        endothelial cells in vivo, we demonstrated inhibition of angiogenesis by        <piRNA>piR-2158</piRNA>-IL11 in <disease> breast cancer disease</disease>.",positive
37153732,"In conclusion, the current study not only reveals        a novel mechanism through which <piRNA>piR-2158</piRNA> inhibits mammary gland tumorigenesis via        regulating <disease>cancer disease</disease> stem cells and tumor angiogenesis",positive
35008366,Cumulative        evidence has described the potential role of <piRNA>piRNAs</piRNA> in the development of several        tumor types as a likely explanation for certain genomic abnormalities and        signaling pathways' deregulations observed in <disease>cancer disease</disease>.,positive
32754257, Our previous study has demonstrated an oncogenic role of        <piRNA>PIWI-interacting RNA-54265  </piRNA>in <disease> colorectal cancer disease</disease>.,positive
32754257,"Methods: Serum <piRNA>piR-54265</piRNA> levels were determined by a        digital PCR method in 209 <disease>cancerdisease</disease>-free healthy controls, 725 patients with <disease>CRC</disease>,        1303 patients with other types of <disease> digestive cancer disease</disease> and 192 patients with benign        colorectal tumors.",Negative
32754257,ResulSerum <piRNA>piR-54265</piRNA> levels were        significantly elevated only in patients with <disease>CRC</disease> compared with controls ,positive
20846497,The present study        demonstrated that HILI along with <piRNA>piRNAs</piRNA> plays a role in LINE1 suppression in        <disease>Hela cancer disease</disease> cell line.,positive
31671920,"Thus, we identified the extracellular        vesicle- derived <piRNA>piRNA</piRNA>, DQ593039, as a potential biomarker for <disease>pulmonary        hypertension</disease> and <disease>right heart disease</disease>.",positive
31499007,"Areas covered: Literature was searched for ncRNAs including        microRNA, long non-coding RNA, small interfering RNA, small nuclear RNA, small        nucleolar RNA and <piRNA>PIWI-interacting RNA</piRNA> in blood (serum, plasma) and urine samples        from urological tumor (urothelial, kidney, prostate, testicular germ cell, penile        <disease>cancer</<disease>disease</disease>>) patients.",Negative
33169519,This study aimed to evaluate the circulating exosomal        small RNAs including microRNAs (miRNAs) and P-element-induced wimpy testis        (PIWI)-interacting RNAs (<piRNA>piRNAs</piRNA>) as sensitive and specific non-invasive        biomarkers for <disease> gastric cancer disease</disease> (GC) diagnosis.,positive
23603435,"In this prospective piece, we will discuss the emerging insights into the        potential novel roles of <piRNA>piRNAs</piRNA> in carcinogenesis and highlight their potential        implications in <disease>cancer disease</disease> detection, classification and therapy.",Negative
28127595,"However, <piRNA>piRNAs</piRNA> have not yet been studied in the        human brain (HB) and <disease>Alzheimer's  disease</disease> (AD)-affected brain.",Negative
27267405,<piRNA>Piwi-interacting RNAs</piRNA>are 26 to 31-nt small non-coding RNAs that have        been reported mostly in germ-line cells and <disease>cancer disease</disease> cells.,positive
28882222,"Among small ncRNA, the role of microRNAs (miRNAs) and <piRNA>Piwi-interacting RNAs</piRNA>        (<piRNA>piRNAs</piRNA>) in <disease>cancer</<disease>disease</disease>> is well documented.",positive
28882222,"Since tsRNAs can be considered unique        sequences and are able to bind both Argonaute proteins (like miRNAs) and Piwi        proteins (like <piRNA>piRNAs</piRNA>), their dysregulation could play a critical role in <disease>cancer disease</disease>       by interfering with gene expression regulation at different levels.",positive
31110013,"Among such <disease>cancer disease</disease> testis genes, components of the        PIWI-interacting small RNA (<piRNA>piRNA</piRNA>) pathway are of particular interest, as they        control mobile genetic elements (transposons) in germ cells and thus hold great        potential to counteract genome instability in <disease>cancer disease</disease>.",positive
31110013,"Our data provide a framework        for the investigation of complex aberrant gene-expression signatures and        establish that reactivation of <piRNA>piRNA</piRNA> silencing, if at all, is not a prevalent        phenomenon in <disease>cancer disease</disease> cells.",Negative
24833871, <piRNA>piR-651</piRNA>/823 represents an efficient diagnostic        biomarker of <disease> gastric cancer disease</disease> that can be detected in the blood and gastric juice.,positive
31727866,"As the field of research expands, there is growing evidence        that <piRNA>piRNAs</piRNA> and PIWI proteins are abnormally expressed in various types of        cancers, which may be potential <disease>cancer disease</disease> biomarkers and therapeutic targets.",positive
31727866,"In this review, we will focus on the relationship between <piRNA>piRNAs</piRNA> and PIWI        proteins and cancers based on previous research, as well as their significance in        <disease>cancer disease</disease> detection, grading and treatment.",Negative
37207075,"We also discuss the aberrant expression and dysregulation of neuronal        <piRNA>piRNAs</piRNA> in neurodegenerative diseases, such as AD, PD, and <disease>ALS</disease>.",positive
37207075,"We also discuss the aberrant expression and dysregulation of neuronal        <piRNA>piRNAs</piRNA> in neurodegenerative diseases, such as ALS, PD, and <disease>AD</disease>.",positive
37207075,"We also discuss the aberrant expression and dysregulation of neuronal        <piRNA>piRNAs</piRNA> in neurodegenerative diseases, such as AD, ALS, and <disease>PD</disease>.",positive
38303021,"Dysregulated expression of <piRNA>piRNAs</piRNA> and PIWI proteins in human        tumors implies that, analogously to their roles in undifferentiated cells under        physiological conditions, these molecules may be important for <disease>cancer disease</disease> stem cells        and thus contribute to <disease>cancer disease</disease> progression.",positive
38303021,We provide an overview of <piRNA>piRNA</piRNA>        biogenesis and critically review the evidence for the role of <piRNA>piRNA</piRNA>-PIWI axis in        <disease>cancer disease</disease> stem cells.,Negative
38303021,"In addition, we examine the potential of <piRNA>piRNAs</piRNA> and PIWI        proteins to become biomarkers in <disease>cancer disease</disease>.",positive
38328006,"<piRNA>Piwi-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>) are a class of small non-coding RNAs (ncRNAs) that        plays important roles in many biological processes and major <disease>cancer disease</disease> diagnosis and        treatment, thus becoming a hot research topic.",positive
38328006," (i) computational models for <piRNA>piRNA</piRNA>-related molecular        identification tasks, (ii) computational models for <piRNA>piRNA</piRNA>-<disease>disease</disease> association        prediction tasks, and (iii) computational resources and evaluation metrics for        these tasks.",Negative
31695724,"In this study, we discovered        three <piRNA>piRNAs</piRNA> as novel prognostic markers and their association with  <disease> prostate       cancer disease</disease> biochemical recurrence was confirmed in validation data set.",positive
31695724,"To obtain a        better understanding of <piRNA>piRNA</piRNA> expression patterns in <disease> prostate cancer disease</disease> and to find        gene coexpression with <piRNA>piRNAs</piRNA>, we performed weighted gene coexpression network        analysis.",Negative
31695724,Our work also identified        differential expression of <piRNA>piRNAs</piRNA> between Gleason stage 3 + 4 and 4 + 3  <disease>prostate cancer disease</disease>.,positive
31695724,"Overall, this study may explain the roles and demonstrate the potential        clinical utility of <piRNA>piRNAs</piRNA> in <disease> prostate cancer disease</disease> in a way.",Negative
37296747,"In recent years <piRNA>PIWI-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>) have gained the interest of        scientists, mainly because of their possible implications in <disease>cancer disease</disease>",positive
37296747,Several different <piRNA>piRNAs</piRNA> in various types of <disease>cancer disease</disease> were shown to be        expressed in bodily fluids such as blood or urine.,positive
31118791," High-throughput sequencing was performed to investigate the serum <piRNA>piRNA</piRNA>        profiles, followed by evaluations in serum samples of 220 colorectal <disease>cancer</<disease>disease</disease>> (CRC)        patients and 220 healthy controls using reverse transcription quantitative        real-time PCR (RT-qPCR).",Negative
28654860,The present study aimed to identify        brain <piRNA>piRNAs</piRNA> across transcriptome that are associated with <disease>Alzheimer's disease</disease>        (AD).,Negative
31890151,P-element        induced wimpy testis (PIWI)-interacting RNAs (<piRNA>piRNAs</piRNA> or piR) is one of small        non-coding RNAs that the deregulation of these molecules is associated with        initiation and progression of different cancers such as <disease>lung cancer disease</disease>.,positive
31890151,"In vitro and in vivo studies demonstrated the        upregulation or downregulation of PIWI proteins and <piRNA>piRNAs</piRNA> could lead to the        increasing of cell proliferation, apoptosis reduction and promoting tumor growth        in the <disease>lung cancer disease</disease>.",positive
31890151,"Hence, PIWI proteins and <piRNA>piRNA</piRNA> could be introduced as new        diagnostic and therapeutic biomarkers in the <disease> lung cancer disease</disease> therapy.",positive
31890151,"Herein, we have        focused on PIWI proteins and <piRNA>piRNA</piRNA> functions and their impact on the progression        of <disease> lung cancer disease</disease>.",positive
33520739,Herein we propose that genetic engineering        methods will be essential to uncover the full functionality of PIWI/<piRNA>piRNA</piRNA> biology        in mosquitoes and that extending the applications of genetic engineering on other        aspects of mosquito biology will grant access to a much larger pool of knowledge        in <disease>disease</disease> vectors that is just out of reach.,Negative
37504303," the study of the binding of many <piRNA>piRNAs</piRNA> to the mRNAs of genes involved in        many diseases, including <disease>cancer disease</disease>.",positive
33886096,"We found that <piRNA>piRNA</piRNA> data of non-model organisms, <piRNA>piRNA</piRNA> target data, and        <piRNA>piRNA</piRNA>-<disease>disease</disease>-associated data should be strengthened.",Negative
21704610, Real-time quantitative reverse        transcription-polymerase chain reaction was used to analyze <piRNA>piR-651</piRNA> and <piRNA>piR-823</piRNA>        levels in the peripheral blood of 93 patients with <disease>gastric cancer disease</disease> and 32 healthy        volunteers.,Negative
21704610,The peripheral blood levels of <piRNA>piR-651</piRNA>        and <piRNA>piR-823</piRNA> in the patients with <disease> gastric cancer disease</disease> were significantly lower than        those from controls ,positive
21704610, <piRNA>piRNAs</piRNA> may be valuable biomarkers for detecting circulating <disease>gastric cancer disease</disease> cells.,positive
37941657,"Overall, our work provides a comprehensive landscape        of <piRNA>piRNAs</piRNA> across multiple <disease>cancer disease</disease> types and sheds light on their regulatory and        functional roles in tumor immunity.",positive
37941657,These findings pave the way for future        research and development of <piRNA>piRNA</piRNA>-based immunotherapies for <disease>cancer disease</disease> treatment.,positive
35627185,"In recent years, the        interaction of miRNAs and <piRNA>piRNAs</piRNA> with the mRNAs of genes responsible for        developing neurodegenerative and oncological diseases and <disease>diabetes</disease> have been        actively studied.",positive
35627185,"In recent years, the        interaction of miRNAs and <piRNA>piRNAs</piRNA> with the mRNAs of genes responsible for        developing  diabetes and oncological diseases and <disease>neurodegenerative</disease> have been        actively studied.",positive
35627185,"In recent years, the        interaction of miRNAs and <piRNA>piRNAs</piRNA> with the mRNAs of genes responsible for        developing  diabetes and neurodegenerative diseases and <disease>oncological</disease> have been        actively studied.",positive
35627185,"The associations of miRNAs, <piRNA>piRNAs</piRNA>        and candidate target genes could be recommended for developing methods for        diagnosing diseases, including neurodegenerative diseases, oncological diseases        and <disease>diabetes</disease>.",positive
32149191,"<piRNA>Piwi-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>) represent a molecular feature shared by        all nonaging biological systems, including the germline and somatic <disease>cancer disease</disease> stem        cells, which display an indefinite renewal capacity and lifespan-stable genomic        integrity and are potentially immortal.",positive
32149191,"We examined the correlation between these <piRNA>piRNAs</piRNA>' expression levels and age,        adjusting for covariates including <disease>disease</disease> status.",Negative
33290823,"Recently it has been realized that non-coding RNAs        (ncRNA), including long noncoding RNAs (LncRNAs), microRNAs, circular RNAs and        <piRNA>piRNAs</piRNA> ), can all play a role in the regulation of cellular        function within <disease> gynecological cancer disease</disease>.",positive
36212439,"In this        review, we focus on those <piRNA>piRNAs</piRNA> that are associated with <disease>cancer disease</disease> hallmarks such        as proliferation, invasion, and chemoresistance and d",positive
35432451," the mechanisms of microRNAs (miRNAs), <piRNA>Piwi-interacting RNAs</piRNA>    , small nuclear RNAs (snRNAs), small nucleolar RNAs (snoRNAs), and        transfer RNAs (tRNAs), their known contributions to human placental health and        <disease>disease</disease>, the relevance of sncRNAs as promising biomarkers throughout pregnancy,        and the current challenges faced by placental sncRNA studies",positive
30705933,"<piRNA>piRNAs</piRNA>, which are a novel        type of identified small noncoding RNA (ncRNA), play a crucial role in <disease>cancer disease</disease>  genomics.",positive
30705933,"In recent years, a relatively large number of studies have demonstrated        that several <piRNA>piRNA</piRNA> are aberrantly expressed in various kinds of cancers including        <disease> gastric cancer disease</disease>, bladder cancer,  breast cancer, colorectal cancer and Lung cancer        and may probably serve as a novel therapeutic target and biomarker for <disease>cancer disease</disease>        treatment.",positive
30705933,"In recent years, a relatively large number of studies have demonstrated        that several <piRNA>piRNA</piRNA> are aberrantly expressed in various kinds of cancers including        <disease> bladder cancer disease</disease>, gastric cancer,  breast cancer, colorectal cancer and Lung cancer        and may probably serve as a novel therapeutic target and biomarker for <disease>cancer disease</disease>        treatment.",positive
30705933,"In recent years, a relatively large number of studies have demonstrated        that several <piRNA>piRNA</piRNA> are aberrantly expressed in various kinds of cancers including        <disease> breast cancer disease</disease>, bladder cancer,  gastric cancer, colorectal cancer and Lung cancer        and may probably serve as a novel therapeutic target and biomarker for <disease>cancer disease</disease>        treatment.",positive
30705933,"In recent years, a relatively large number of studies have demonstrated        that several <piRNA>piRNA</piRNA> are aberrantly expressed in various kinds of cancers including        <disease> colerectal cancer disease</disease>, bladder cancer,  gastric cancer, breast cancer and Lung cancer        and may probably serve as a novel therapeutic target and biomarker for <disease>cancer disease</disease>        treatment.",positive
30705933,"In recent years, a relatively large number of studies have demonstrated        that several <piRNA>piRNA</piRNA> are aberrantly expressed in various kinds of cancers including        <disease> lung cancer disease</disease>, bladder cancer,  gastric cancer, colorectal cancer and breast cancer        and may probably serve as a novel therapeutic target and biomarker for <disease>cancer disease</disease>        treatment.",positive
30705933,The present review summarized current advances in our knowledge of the        roles of <piRNA>piRNAs</piRNA> in <disease>cancer</<disease>disease</disease>>.,Negative
31665503," <piRNA>Piwi-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>)        in blood samples, including plasma, CTCs and EVs, from <disease>cancer</<disease>disease</disease>> patients with        various <disease>cancer</<disease>disease</disease>> types.",Negative
25929784,"<piRNA>piRNAs</piRNA> and PIWI        proteins might play important roles in <disease>cancer disease</disease> occurrence, prognosis and treatment        as reported previously.",positive
25929784,A brief overview of <piRNA>piRNA</piRNA> biogenesis and their        potential roles as part of an epigenetic network that is possibly involved in        <disease>cancer disease</disease> is provided.,Negative
25929784,potential strategies based on the use of <piRNA>piRNAs</piRNA> and        PIWI proteins as diagnostic and prognostic biomarkers as well as for <disease>cancer disease</disease>   therapeutics are discussed.,positive
31579086,"Nevertheless, the molecular        mechanism of their regulation and function, as well as the significance of other        ncRNAs, such as <piRNA>piwi-interacting RNA</piRNA>, in the pathogenesis of <disease> pancreatic cancer disease</disease>,        are largely unknown.",Negative
30545127,"This review provides an overview of the biogenesis        and roles of ncRNAs: small nucleolar RNA (snRNA), circular RNAs (circRNAs),        <piRNA>PIWI-interacting RNAs</piRNA> , miRNAs, and lncRNAs in <disease>breast cancer disease</disease>.",positive
35317234,"<piRNA>Piwi-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>) play a pivotal role in maintaining genome        integrity by repression of transposable elements, gene stability, and association        with various <disease>disease</disease> progressions.",positive
35317234,Cost-efficient computational methods for the        identification of <piRNA>piRNA</piRNA> <disease>disease</disease> associations promote the efficacy of        <disease>disease</disease>-specific drug development.,Negative
35317234,"In this regard, we developed a simple, robust,        and efficient deep learning method for identifying the <piRNA>piRNA</piRNA> <disease>disease</disease> associations        known as piRDA.",Negative
35317234,The proposed architecture extracts the most significant and        abstract information from raw sequences represented in a simplicated <piRNA>piRNA</piRNA>        <disease>disease</disease> pair without any involvement of features engineering.,Negative
35317234,The piRDA is significantly improved in all the performance evaluation measures        for the identification of <piRNA>piRNA</piRNA> <disease>disease</disease> associations in comparison to        state-of-the-art method.,positive
26550265,This study aims to discover blood-based <piRNA>piRNAs</piRNA> which can be used as markers for <disease>disease</disease> detection and monitoring.,positive
26550265,"Therefore, <piRNA>piRNAs</piRNA> can serve as valuable blood-based biomarkers for <disease>disease</disease> detection and monitoring.",positive
24519965,"Rapid advancement in genome mining technologies has identified role of ncRNAs including microRNAs, <piRNA>PIWI-interacting RNAs</piRNA>, endogenous small-interfering RNAs and long non-coding RNAs as controller of gene expression at transcriptional as well as post-transcriptional level in different biological context and <disease>disease</disease> processes.",Negative
34374035,"Various studies have propounded that the PIWI-<piRNA>piRNA</piRNA> complex also promotes stemness of <disease>cancer disease</disease> cells, providing new doors for target-mediated anti-cancerdiseasetherapies.",positive
34374035,"PIWI and <piRNA>piRNAs</piRNA> have been recommended to serve as prognostic and diagnostic markers, to differentiate early and later stages of <disease>cancer</<disease>disease</disease>>, including cervical cancer disease.",positive
34374035,"PIWI and <piRNA>piRNAs</piRNA> have been recommended to serve as prognostic and diagnostic markers, to differentiate early and later stages of cancer disease, including<disease> cervical cancer disease</disease>.",positive
34374035,This review discusses how PIWIs and <piRNA>piRNAs</piRNA> are involved in disease progression as well as their potential role in diagnostics and therapeutics in cervical <disease>cancer disease</disease>.,positive
34374035,This review discusses how PIWIs and <piRNA>piRNAs</piRNA> are involved in <disease>disease</disease> progression as well as their potential role in diagnostics and therapeutics in cervical cancer disease.,positive
36317021,"Abnormal expression of <piRNA>piRNAs</piRNA> is a remarkable feature in many diseases especially human cancers, which emphasize on their important biological role in <disease>disease</disease> progression.",positive
36317021,"In this review, we explained <piRNA>piRNAs</piRNA> characteristics, biogenesis process and functions, discuss new findings about involvement of these elements in various <disease>disease</disease> and their potential to be used as diagnostic biomarkers.",positive
34571517,"The regulatory function that <piRNA>piRNAs</piRNA> perform in various cellular processes has led to a diversification in their study concerning various diseases, including <disease>cancer disease</disease>, where there are indications of their potential function as diagnostic tools, biomarkers for prognoses, and future therapeutic targets.",positive
29657279,"The portal characterizes the SCNAs of over 58,000 long non-coding RNAs (lncRNAs), 34,000 <piRNA>piwi-interacting RNAs</piRNA> , 2700 microRNAs (miRNAs), 600 transfer RNAs (tRNAs) and 400 small nucleolar RNAs (snoRNAs) in 64 human <disease>cancer disease</disease> types.",Negative
33389678,"However, the roles of PIWI proteins and <piRNA>piRNAs</piRNA> in <disease> pancreatic cancer disease</disease> are still elusive.",Negative
33389678,"Here, we showed that <piRNA>piR-017061</piRNA> is significantly downregulated in <disease> pancreatic cancer disease</disease> patients' samples ",positive
33389678,"Furthermore, we studied the function of <piRNA>piR-017061</piRNA> in <disease> pancreatic cancer disease</disease> ",Negative
33389678, our data revealed that <piRNA>piR-017061</piRNA> inhibits  <disease> pancreatic cancer disease</disease> cell growth in vitro and in vivo.,positive
33389678,"Mechanically, <piRNA>piR-017061</piRNA> cooperates with PIWIL1 to facilitate EFNA5 mRNA degradation and loss of <piRNA>piR-017061</piRNA> results in accumulation of EFNA5 which facilitates <disease> pancreatic cancer disease</disease> development.",positive
33389678,"Hence, our data provided novel insights into PIWI/<piRNA>piRNA</piRNA>-mediated gene regulation and their function in <disease> pancreatic cancer disease</disease>.",positive
27431575,"Furthermore, the abnormal expression of <piRNA>piR-651</piRNA> was associated with <disease>cancer disease</disease> progression in the patients with NSCLC.",positive
37751642,"In this review, we focus on recent studies of ncRNAs including microRNAs (miRNAs), long ncRNAs (lncRNAs), circle RNAs (circRNAs), PIWI interacting RNAs (<piRNA>piRNAs</piRNA>), and tRNA in different types of <disease>cancer disease</disease> and explore the application of these ncRNAs in the development of cancer disease  and the identification of relevant therapeutic targets and tumor biomarkers.",positive
37751642,"In this review, we focus on recent studies of ncRNAs including microRNAs (miRNAs), long ncRNAs (lncRNAs), circle RNAs (circRNAs), PIWI interacting RNAs (<piRNA>piRNAs</piRNA>), and tRNA in different types of cancer disease and explore the application of these ncRNAs in the development of <disease>cancer disease</disease>  and the identification of relevant therapeutic targets and tumor biomarkers.",positive
32881713,"Thus, these findings suggested that <piRNA>piR-19166</piRNA> targets the CTTN of prostate <disease>cancer disease</disease> cells to inhibit migration and distant metastasis, and may represent a new marker of diagnosis and treatment for PCa patients in early stages.",positive
32211149,"Novel studies investigated the role of <piRNA>piRNAs</piRNA> in several cancers including <disease> lung cancer disease</disease> hepatocellular carcinoma, gastric cancer disease, multiple myeloma and colorectal cancer disease.",positive
32211149,"Novel studies investigated the role of <piRNA>piRNAs</piRNA> in several cancers including lung cancer disease , <disease>hepatocellular carcinoma</<disease>, gastric cancer disease, multiple myeloma and colorectal cancer disease.",positive
32211149,"Novel studies investigated the role of <piRNA>piRNAs</piRNA> in several cancers including lung cancer disease</disease>, hepatocellular carcinoma, <disease> gastric </disease>, multiple myeloma and colorectal .",positive
32211149,"Novel studies investigated the role of <piRNA>piRNAs</piRNA> in several cancers including lung cancer disease</disease>, hepatocellular carcinoma, gastric , <disease> multiple myeloma</disease> and colorectal .",positive
32211149,"Novel studies investigated the role of <piRNA>piRNAs</piRNA> in several cancers including lung cancer disease</disease>, hepatocellular carcinoma,  gastric , multiple myeloma and <disease>colorectal </disease>.",positive
32211149,"Hopefully, based on new findings, <piRNA>piRNAs</piRNA> may be a potential biomarker which can be used as a tool to diagnose or treat <disease> breast cancer disease</disease>.",positive
32211149,"Thus, this review aimed to discuss the role of <piRNA>piRNAs</piRNA> in<disease> breast cancer disease</disease> progression and metastasis as well as its molecular mechanisms.",positive
35354120,"Previous studies found that <piRNA>piRNAs</piRNA> could participate in <disease>disease</disease> progression by regulating DNA methylation, but there are few reports on their roles in heart failure (HF).",positive
26811690,"PIWI proteins (PIWIL), which belong to the family of Argonaute genes/proteins, bind to <piRNA>piRNAs</piRNA> and function mainly in germ line cells, but more recently were described to be functional also in stem cells and <disease>cancer disease</disease> cells.",positive
26811690,"Our results suggest the involvement of PIWIL genes and <piRNA>piR-823</piRNA> in <disease>RCC</disease> pathogenesis, and indicate PIWIL1, PIWIL2, and PIWIL4 as potential prognostic biomarkers in patients with RCC.",positive
26811690,"Our results suggest the involvement of PIWIL genes and <piRNA>piR-823</piRNA> in RCC pathogenesis, and indicate PIWIL1, PIWIL2, and PIWIL4 as potential prognostic biomarkers in patients with <disease>RCC</disease>.",positive
36710986,"However, the function and mechanism of <piRNA>piRNAs</piRNA> in <disease> testicular cancer disease</disease> are not very clear.",Negative
36710986, <piRNA>piR-36249</piRNA> is significantly downregulated in <disease> testicular cancer disease</disease> tissues compared to tumor-adjacent tissues.,positive
36710986,"Functional studies demonstrate that <piRNA>piR-36249</piRNA> inhibits <disease> testicular cancer disease</disease> cell proliferation, migration and activates the cell apoptosis pathway.",positive
33227088, Recently we have identified a novel RASSF1C-PIWIL1-<piRNA>piRNA</piRNA> pathway that promotes <disease> lung cancer disease</disease> cell progression and migration.,positive
33227088,"We have illustrated in previous work that RASSF1C modulates the expression of the PIWIL1-<piRNA>piRNA</piRNA> gene axis, suggesting the hypothesis that the RASSF1C-PIWI-<piRNA>piRNA</piRNA> pathway could potentially contribute to <disease> lung cancer disease</disease> stem cell development and progression, in part, through modulation of gene methylation of both oncogenic and tumor suppressor genes.",positive
27858163,The <piRNA>PIWI-interacting RNA</piRNA> machinery in malignant <disease>melanoma</disease> (MM) has not been sufficiently studied.,Negative
37503320,"Our study shows that <piRNA>piR-017724</piRNA>, which is lowly expressed in HCC, inhibits the proliferation, migration and invasion of HCC cells and may affect the development of hepatocellular <disease> liver cancer disease</disease> through PLIN3, which provides new insights into the clinical application of <piRNA>piR-017724</piRNA> in the treatment of hepatocellular carcinoma.",positive
39102928,"<piRNA>piR112710</piRNA> was found to significantly improve cardiac dysfunction in db/db mice, characterized by improved echocardiography, lower levels of <disease>fibrosis</disease>, attenuated expression levels of inflammatory factors and pyroptosis-associated proteins (namely, Txnip, ASC, NLRP3, caspase-1 and GSDMD-N), and enhanced myocardial mitochondrial respiratory functions.",positive
39106633,"<piRNA>PIWI-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>), initially identified in germline cells, have emerged as a novel class of small non-coding RNAs (26 - 32 nucleotides) with diverse functions in various diseases, including <disease>cancer disease</disease>.",positive
39106633,"exposure up-regulated <piRNA>piR-27222</piRNA> expression, which could affect EIF4B/WTAP/m(6)A axis, thereby inhibiting PANoptosis of cells and promoting lung <disease>cancer disease</disease>.",positive
